unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
proposition_participation,v2_exact,Medial Meniscus,uncertain,tear,english,target_local_association,63,48,48,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,positive,abnormality,english,target_local_association,63,47,47,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,abnormality_absent,south_slavic,target_local_association,63,63,63,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,dutch,target_local_association,63,43,43,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,tear,turkish,target_local_association,62,55,55,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral OA,positive,chondral_abnormality,spanish,compartment_scope,62,41,41,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,greek_script,compartment_scope,62,52,52,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,german,collateral_ligaments,61,61,61,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,english,<no_explicit_rule>,60,51,51,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,turkish,both_menisci,59,59,59,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,dutch,cruciate_ligaments,58,58,58,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,english,both_menisci_negative_only,58,57,57,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,positive,sprain,turkish,target_local_association,58,51,51,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,english,both_menisci_negative_only,57,57,57,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,tear,south_slavic,target_local_association,57,57,57,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,greek_script,collateral_ligaments|cruciate_and_collateral_ligaments,56,56,56,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,positive,fracture,greek_script,fracture_el,56,42,42,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,abnormality,turkish,target_local_association,56,56,56,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,positive,chondral_abnormality,south_slavic,compartment_scope,56,55,55,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,south_slavic,cruciate_ligaments,55,55,55,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,tear,south_slavic,target_local_association,55,55,55,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,negative,abnormality_absent,french,<no_explicit_rule>,55,46,46,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,positive,abnormality,english,target_local_association,55,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,dutch,collateral_ligaments,54,54,54,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,abnormality,turkish,target_local_association,54,54,54,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,degeneration,english,target_local_association,53,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,turkish,<no_explicit_rule>,53,53,53,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,PF OA,negative,abnormality_absent,german,<no_explicit_rule>,53,52,52,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,negative,fracture_absent,english|french,fracture_en|fracture_fr,53,29,29,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,normal_structure,turkish,target_local_normality,53,53,53,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,english,cruciate_and_collateral_ligaments,52,52,52,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,english,collateral_ligaments|cruciate_and_collateral_ligaments,52,52,52,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Fracture,positive,fracture,greek_script,fracture_el,52,42,42,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,french,target_local_association,52,32,32,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral OA,positive,chondral_abnormality,spanish,compartment_scope,51,35,35,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,degeneration,dutch,target_local_association,51,34,34,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,greek_script,target_local_association,51,45,45,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,south_slavic,target_local_association,50,48,48,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,negative,normal_cartilage,cyrillic_script,compartment_normality,50,49,49,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,negative,fracture_absent,german,fracture_de,49,48,48,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,german,<no_explicit_rule>,47,47,47,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Lateral OA,positive,chondral_abnormality,spanish,tibiofemoral_compartments,45,27,27,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial OA,positive,chondral_abnormality,spanish,tibiofemoral_compartments,45,27,27,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,negative,abnormality_absent,turkish,<no_explicit_rule>,45,45,45,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Contusion,negative,abnormality_absent,german,<no_explicit_rule>,45,45,45,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,dutch,<no_explicit_rule>,45,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,negative,normal_structure,french,target_local_normality,45,45,45,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,positive,tear,spanish,target_local_association,45,27,27,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,negative,abnormality_absent,dutch,<no_explicit_rule>,44,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Fracture,uncertain,fracture,english,fracture_en,44,38,38,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,negative,joint_effusion_absent,greek_script,effusion_el_root,44,34,34,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,negative,normal_structure,dutch,target_local_normality,44,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,negative,normal_structure,turkish,target_local_normality,44,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,greek_script,target_local_normality,44,39,39,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,tear,greek_script,target_local_association,43,40,40,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,dutch,target_local_normality,43,42,42,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,normal_structure,german,target_local_normality,43,43,43,A Proposition may be supported by multiple detectors.
